4.171009839076983639e+00,7.546396957631387181e-01,9.700262496409602591e+02,1.041601836197482044e+03
2.679484398459642591e+00,-7.487824101746582972e-01,1.157526923499602844e+03,2.836882237226976713e+02
4.559846179088313356e+00,-1.036554621135723359e-01,6.373355499535684885e+02,7.538256406627604065e+02
4.145119344955650931e+00,7.550972014401712284e-01,9.848527978544467487e+02,1.037736184568157114e+03
4.480347526152118398e+00,9.880125821265923758e-01,9.563268062977464297e+02,1.158696978561715241e+03
4.481705046033158446e+00,8.508941678876512649e-01,7.904933034387687485e+02,1.113487258002965291e+03
3.290665201541257634e+00,-1.438470608497583181e-01,1.105737772820916007e+03,5.905650033425155243e+02
3.995707762972409594e+00,1.024428988221237347e-01,8.907186544051733108e+02,7.889117076650902618e+02
3.012675306831233524e+00,-5.482964688315445922e-01,1.113348765925255748e+03,4.062533485660975430e+02
3.876486471468765238e+00,8.989859392925456660e-01,1.194530192157910051e+03,1.030541373897962785e+03
3.822167308147333742e+00,5.717135623095430663e-01,1.063889446334561399e+03,9.252350330501475355e+02
6.109507720127831831e+00,-4.280907528624691011e-02,4.194303118413440501e+01,6.062567407307764142e+02
4.265259971422972640e+00,3.588286286808258785e-01,8.066143353554300575e+02,9.131931376607326456e+02
6.259831086783535170e+00,-4.308680218975660114e-01,6.830626070355032198e+01,4.492195001256664000e+02
4.625395517588185790e+00,1.036186207272224324e+00,7.595033611201902204e+02,1.191503282049269956e+03
5.559966439101046376e+00,-1.304883945354764485e+00,4.738452361929792573e+02,2.650481958179076400e+02
8.540887081710072382e-01,-1.066712184268875596e+00,1.100332384973145281e+02,1.165783219347012363e+02
3.765704309640263148e+00,8.239815121373694762e-01,1.188156339562286803e+03,9.907102987522105195e+02
3.979761430411418388e+00,1.904701751957342815e-01,9.108730435972884152e+02,8.185428000997598019e+02
4.308247580681619504e-01,-7.415480427579704825e-01,9.694727461692709269e+00,2.683576189662622369e+02
4.241640800355179763e+00,9.448650119176410511e-01,1.080085873502785034e+03,1.108255211255976064e+03
3.029899351019529785e+00,-9.729809563286907492e-01,9.766176478209677043e+02,2.821247755196859544e+02
5.229847077150894918e+00,4.028428877906379824e-01,2.900349123173018029e+02,9.065318760453673121e+02
5.519963839890462687e+00,-1.400741816035677489e+00,5.147571103298130311e+02,2.379702225766517358e+02
6.100304018816625984e+00,-6.075353202805551245e-01,1.575704657177665240e+02,4.200850342509822894e+02
3.169294543423484267e+00,-1.130912251205833385e+00,8.810368305054613529e+02,2.608053129039981286e+02
5.665727341101125525e+00,-1.021000872099133039e+00,3.709184525201631004e+02,3.469368929813729778e+02
2.532557772465629409e+00,-7.710353439414983079e-01,1.195852546917705240e+03,2.500329035123988888e+02
5.515535055060076353e+00,8.536009037614644690e-01,2.093404630356676677e+00,1.001967033191485712e+03
5.888738707852071208e+00,-8.539911433946436592e-01,2.759845957165351820e+02,3.737532704763576703e+02
4.844515293348402807e+00,1.040846800614430911e+00,5.642066404138099500e+01,1.165265972232156173e+03
5.368989351170942115e+00,-2.401423287667086293e-01,3.298169330645043260e+02,6.564130795008627501e+02
5.666735607819149756e+00,4.484248533770517353e-01,9.671485624447755924e+01,8.515139084923221162e+02
5.088342914561251540e+00,-6.373295395463534074e-01,4.642350376924449051e+02,5.353275720345361606e+02
1.636427044433572009e+00,-1.146693454273925550e+00,8.128642403785584065e+02,3.511255526009517780e+01
4.914356795393501010e+00,1.042534635204555471e+00,1.608212875394694663e+01,1.152519092724881830e+03
8.534420152384355474e-01,-1.191807299345952753e+00,2.695371444503198290e+02,1.125643537146598447e+02
3.301096809362331186e+00,3.160568747101219489e-01,1.189947764189795180e+03,7.469637945598881288e+02
4.607813649036920367e+00,7.696579587938375822e-01,6.397898548935988856e+02,1.089679182813820034e+03
2.206963821220042199e+00,-1.038653539945679105e+00,1.113133014473658022e+03,1.281003591222977889e+02
8.349152033524787075e-01,-1.120239011948110930e+00,1.781259391342289291e+02,1.156796597882057114e+02
4.671068912492734704e+00,-3.702758580645570397e-01,5.923202730906027682e+02,6.521897117473824892e+02
3.808016629328318636e+00,-1.972559246756080409e-01,9.195483751815477262e+02,6.560253393279188003e+02
4.876333090696103767e+00,9.229828848499275207e-01,2.867734433596025951e+02,1.131432948665758431e+03
5.396655783025555486e+00,-1.085446884336942919e+00,4.423531981716993187e+02,3.491849668004320506e+02
4.527320789817085966e+00,9.663287031875187338e-01,8.437489226323591538e+02,1.158255049114658732e+03
5.184129820244601561e+00,9.155964716226215883e-01,8.671574801705097002e+01,1.078632870364690234e+03
4.388642525665745531e+00,-1.353894796000789380e-01,7.060938120988646460e+02,7.357576376985239222e+02
1.677481376141634950e+00,-1.090798412216217983e+00,1.053348008361896518e+03,2.899683447113336854e+01
4.890703356438265814e+00,1.017449663894809619e+00,9.781574413258313427e+01,1.153334203098790340e+03
4.003537915827419802e+00,3.308923532828200176e-01,9.255632552955041774e+02,8.719127002453624300e+02
3.156237943907416188e+00,-5.684965211925250284e-01,1.064412414250325810e+03,4.252944179897124855e+02
3.903903359113597649e+00,2.625128807843206125e-01,9.550743592598494160e+02,8.333839539676312143e+02
3.326661040885015908e+00,2.908343280499278705e-01,1.175970934989537227e+03,7.433698623726190817e+02
7.928310433817334912e-01,-1.027737217491683674e+00,7.921284119480395702e+01,1.327365954081655843e+02
4.867978737491890584e+00,-1.169244443847239773e-01,5.103866292963769524e+02,7.448156157348056468e+02
4.177846779525354215e+00,9.203853297278976608e-01,1.087348226040675399e+03,1.091002495003240938e+03
4.053697262144589253e+00,-7.326343364812567538e-01,7.731442362154768944e+02,4.883375731218683882e+02
5.183231396708912087e+00,5.024228588875523371e-01,2.898971128281068559e+02,9.480277046200911855e+02
6.166466092848979841e+00,-7.508513819424020852e-01,1.749139254059200255e+02,3.635218462702148940e+02
6.070751054358698440e+00,2.284993053587606182e-01,3.564613059197707656e+00,7.044613881556326760e+02
5.089507924865456445e+00,-7.281638376371225574e-01,4.714220888560573712e+02,5.011498054758183116e+02
1.502660223822904484e-01,-1.175098015520531280e+00,2.980539704794410909e+02,2.123151076766092729e+02
8.091746055466020326e-01,-1.232403725176870024e+00,3.167520750961315343e+02,1.208337098181556826e+02
1.503548965316557018e+00,-1.090420528149737001e+00,5.679910287229140522e+02,6.623622087360647726e+00
4.756124301059571735e+00,2.882484044270441359e-01,5.442464426116742970e+02,9.037362455692973526e+02
4.703238585105758318e+00,-1.159761681971460456e+00,5.896748537389065632e+02,3.488494801298097627e+02
4.500250180565765312e+00,1.055942825101770843e+00,1.183512243117317439e+03,1.175105282121108530e+03
3.875786435289099163e+00,-1.025439265891507024e+00,7.752153976705047853e+02,3.680482191282933968e+02
4.031994848177817836e+00,-6.852079344743001732e-01,7.848594424391287703e+02,5.039718179610841844e+02
3.503582503683127847e+00,-5.377005207786920149e-01,9.655206641002864671e+02,4.924464478397862308e+02
5.005832488703673810e+00,3.885278443692358197e-01,4.036143865286541654e+02,9.268689232005546046e+02
5.853394613996038665e+00,4.222760939245023826e-01,3.606687609031542507e+01,8.088040850772813428e+02
3.712576850099157610e+00,-1.006250869881976540e+00,8.153743886477120668e+02,3.598511201376754229e+02
2.842575568852172108e+00,-4.956404922898502430e-01,1.180739876555296860e+03,3.918102953666916051e+02
5.786425214483899460e+00,5.656247851874407484e-01,2.205127683356451485e+01,8.672288020897833576e+02
4.511314278166596026e+00,8.824424952441395353e-01,7.777718750208795200e+02,1.127403233857167834e+03
3.784709505504899596e+00,-3.058607307883994264e-01,9.122623486425920873e+02,6.140408005387868116e+02
5.805061339093120054e+00,-4.603532041271860553e-01,2.176939425881011232e+02,5.174891372661381865e+02
4.605081363160621777e+00,1.822566708353251241e-01,6.218783238827862760e+02,8.642229380051976477e+02
4.626688432082314506e+00,6.716642543262285603e-01,6.181592724202149611e+02,1.052342664006807126e+03
1.464981856569974372e+00,-1.137365299486223114e+00,5.064887463543619788e+02,2.560680406962783096e+01
3.070618861937251420e+00,-5.511728723519718209e-02,1.195899461641435664e+03,5.799220033835928234e+02
5.567893851206512146e+00,-4.761296498226169627e-01,2.951064882784715451e+02,5.463962765323045687e+02
5.243976474516005126e+00,4.848471171552018455e-02,3.412005597260874765e+02,7.765886876411020694e+02
4.124604654473477794e+00,-6.528982420019165955e-01,7.607192901252224146e+02,5.234271176112270041e+02
4.564076246354966671e+00,8.039612105540336895e-01,6.877980922408031574e+02,1.101434095701085425e+03
4.877854455264351685e+00,-5.437213580296792470e-01,5.251299214918403777e+02,5.814777144038246206e+02
1.782681809194341493e+00,-1.232958555603532513e+00,7.791139693230885541e+02,7.391274830982604271e+01
3.112163263265614876e-01,-7.323950948780262316e-01,4.454877165810522399e+01,2.932208679600164487e+02
3.173595849344331477e+00,-1.002343815461819831e+00,9.337653688834994909e+02,2.954494424531422965e+02
4.746984621554780404e+00,7.587617563506463547e-01,5.109039267948598990e+02,1.083799521599307582e+03
4.423522456766976418e+00,2.473305038323981853e-01,7.145621108232558072e+02,8.831894186928250292e+02
4.357954274245901871e+00,3.218211924980314276e-01,7.545904948154213798e+02,9.071850827319287873e+02
4.011724053926038813e+00,9.065861709491762621e-01,1.150114896589581804e+03,1.057463770916161138e+03
4.699730416269394695e+00,9.039750037493797796e-01,5.264655230497104412e+02,1.140785512431283678e+03
2.558430598673281597e+00,-1.198183603825419441e+00,9.158947945818379139e+02,1.677995365189273116e+02
6.075976212976836877e+00,-1.076612504134176085e+00,3.052806384783810358e+02,2.818464715018325251e+02
3.780724346237417599e+00,6.696325488686751815e-01,1.114127312556770221e+03,9.487594133856742928e+02
4.397008162110190632e+00,7.629006249292200614e-01,8.221223282742822676e+02,1.073858570400855569e+03
